"E5_BT"	"T1BT_BE"	"E9_BE"	"T3BT_BE"	"E10_BT"	"E7_BE"	"T4BT_BE"	"E8_BE"	"E8_BT"	"E13_BE"	"P4E2_SR3_R4"	"E16_BT"	"E13_BT"	"E6_BT"	"T4BT_BT"	"E12_BE"	"E2_BT"	"T2BT_BT"	"E2_BE"	"B2P3_MV4"	"B1P7_MV4"	"E15_BT"	"T5BT_BE"	"T1BT_BT"	"T2BT_BE"	"E16_BE"	"E14_BE"	"E1_BT"	"E15_BE"	"E1_BE"	"E12_BT"	"E4_BT"	"E11_BT"	"E11_BE"	"E9_BT"	"E17_BE"	"E14_BT"	"E7_BT"	"T1_MV4"	"B2P2_MV8"	"B1P3_MV8"	"B3P4_MV4"	"B3P1_MV8"	"B3P7_MV4"	"B3P3_MV8"	"T5_MV4"	"B3P6_MV8"	"P4E1_SR3_R4"	"B2P1_MV8"	"B3P5_MV8"	"B2P4_MV4"	"T1_SR3_R4"	"T3_MV8"	"B1P2_MV8"	"T4_MV8"	"T5_MV8"	"B3P7_MV8"	"B3P2_MV8"	"B2P7_MV4"	"B3P5_MV4"	"T1_MV8"	"P1E1_SR3_R4"	"B3P2_MV4"	"P1E3_SR3_R4"	"B1P6_MV4"	"B3P6_MV4"	"B1P5_MV8"	"B1P3_MV4"	"B3P1_MV4"	"T2_MV4"	"B1P7_MV8"	"T4_SR3_R4"	"B3P4_MV8"	"T4_MV4"	"B2P6_MV4"	"P3E1_SR3_R4"	"B2P1_MV4"	"B2P4_MV8"	"P5E3_SR3R4"	"P3E4_SR3_R4"	"B1P1_MV8"	"B1P8_MV8"	"B2P6_MV8"	"B1P4_MV8"	"B1P4_MV4"	"T2_MV8"	"B2P5_MV4"	"B2P2_MV4"	"T3_MV4"	"B2P8_MV8"	"B1P6_MV8"	"B1P1_MV4"	"B1P5_MV4"	"B2P3_MV8"	"B3P3_MV4"	"P5E2_SR3_R4"	"B2P5_MV8"	"B2P7_MV8"	"P3E3_SR3_R4"	"P1E4_SR3_R4"	"P3E2_SR3_R4"	"T6_SR3_R4"	"T5_SR3_R4"	"P2E3_SR3_R4"	"P5E1_SR3_R4"	"P4E4_SR3_R4"	"P2E1_SR3_R4"	"T3_SR3_R4"	"T2_SR3_R4"	"P5E4_SR3_R4"	"P1E2_SR3_R4"	"P2E4_SR3_R4"	"P4E3_SR3_R4"	"P2E2_SR3_R4"	"B1P2_MV4"	"annotation"
"VTX00318"	4	0	25	2	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	1	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	958	3	0	0	0	0	0	0	0	0	247	0	0	0	0	1	0	0	0	0	274	0	0	0	338	0	0	0	778	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	465	0	0	403	188	348	878	357	23	419	567	580	1029	0	1230	176	33	806	1293	0	"Glomeromycetes;Diversisporales;Gigasporaceae;Scutellospora;LER04"
"VTX00287"	0	177	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	8	5	0	1	0	8	22	1	0	0	17	319	0	4	0	1	3	69	484	85	764	0	1	0	2	0	1	2	0	3	35	1	0	0	201	1	0	0	2	3	0	341	0	0	0	0	1	1	0	0	1	0	0	3	6	1	0	50	1436	7	10	2	4	1	2193	2676	353	3	2	30	177	13	1182	2	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;perpusillum"
"VTX00057"	41	1	42	1265	259	157	475	11	325	91	0	1	74	0	0	89	0	1	114	18	1	52	2577	99	146	148	61	61	852	77	1	0	3	335	54	197	77	2	1	7	13	1	1	4	13	0	1	97	20	2	119	13	12	26	13	14	11	2	2	697	6	1	0	1	8	3	0	0	3	6	0	1	3	1	12	0	2	2	0	3	8	77	341	0	7	1	5	2	1	3	103	0	5	25	3	0	81	3	38	1	0	101	5	3	2	2	2	4	1	115	4	3	0	21	4	"Glomeromycetes;Glomerales;Claroideoglomeraceae;Claroideoglomus;acnaGlo7"
"VTX00344"	5	156	17	13	7	126	183	65	56	30	8	0	0	1	6	101	0	0	55	207	23	0	76	1	256	63	13	1	86	6	1	3	0	182	1	95	7	2	3	93	75	110	42	169	257	102	120	0	135	250	31	0	196	235	175	264	205	182	25	119	96	3	43	111	81	157	144	183	68	55	105	102	301	73	80	103	38	128	6	6	83	227	201	0	54	311	39	117	91	171	97	53	123	54	169	12	139	154	127	107	94	35	94	2	6	0	50	46	50	46	11	123	27	0	59	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;Glo72"
"VTX00140"	58	60	0	94	0	25	73	0	22	1	0	3	3	2	22	0	0	1	205	0	1637	0	111	13	0	35	2	0	0	63	45	0	0	318	0	31	0	14	0	0	0	0	0	1	0	0	0	0	784	0	0	1	120	68	38	33	0	2	0	1279	136	0	0	0	42	78	0	119	0	0	265	0	0	0	868	0	0	0	1	0	334	153	0	0	0	19	0	1	0	0	121	0	0	0	8	1	0	0	25	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	738	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;Wirsel"
"VTX00114"	4	13	6	9	6	11	40	13	7	76	2	9	1	0	0	162	3	3	10	77	13	0	23	0	8	0	4	0	13	23	6	2	0	143	0	6	6	0	1	29	95	137	9	248	86	211	26	0	105	291	28	0	39	33	36	99	100	74	39	28	10	8	68	19	46	220	237	493	252	22	7	33	56	161	49	157	6	112	4	7	38	46	189	6	37	298	41	170	233	95	41	230	179	76	511	11	117	242	49	33	37	8	41	0	3	1	100	17	6	9	0	97	33	0	71	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;MO-G17"
"VTX00380"	12	0	6	23	0	34	12	101	36	0	0	6	2	5	6	0	0	0	0	64	139	0	79	0	6	27	29	0	64	6	2	7	2	2	1	77	1	14	29	124	77	26	67	4	51	90	16	1	14	16	227	0	67	1009	135	33	58	2	207	59	129	1	5	49	136	133	0	12	64	117	27	3	67	111	374	0	168	63	0	2	94	180	402	20	42	64	256	48	159	29	73	21	8	99	1	0	56	113	3	10	10	0	0	0	0	10	0	0	0	0	0	0	2	0	0	"Glomeromycetes;Diversisporales;Diversisporaceae;Diversispora;Div"
"VTX00219"	90	335	314	10	0	25	50	0	0	138	62	1	14	0	0	0	0	0	1423	0	0	0	22	0	139	39	0	0	0	216	147	0	0	0	0	0	0	0	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	5	0	0	0	0	0	1	1	0	0	487	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	130	0	0	0	3	0	0	1927	0	0	0	0	0	2	4	0	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;MO-G5"
"VTX00172"	15	2	0	1	0	6	30	0	7	0	0	0	0	0	3	12	0	1	16	0	197	0	15	0	0	5	1	0	1	3	3	0	0	63	0	0	0	3	0	0	1	6	56	76	0	0	0	136	244	9	0	308	2	1	3	2	8	6	131	664	2	129	0	0	0	211	0	1	25	0	46	48	10	0	24	65	0	0	192	0	4	0	0	0	0	0	0	734	0	0	1	0	0	0	780	64	0	4	1	0	1	11	0	8	0	0	26	114	636	43	3	32	101	69	145	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;Winther07-B"
"VTX00108"	20	8	6	299	6	155	871	202	1000	85	0	24	66	23	12	9	0	88	73	2	0	5	74	0	261	330	1	0	605	10	996	125	41	37	0	52	9	12	0	0	0	1	2	0	0	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;Whitfield"
"VTX00137"	30	0	0	0	44	93	0	0	0	1	0	0	0	0	0	0	0	0	8	0	852	0	41	0	0	0	0	1	0	0	0	0	0	1	0	39	1	0	0	0	0	1	0	1	0	0	0	455	713	1	0	0	75	69	37	6	0	0	0	674	212	0	0	0	0	42	0	30	0	0	35	0	70	0	450	0	0	0	0	0	204	24	0	1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;Wirsel"
"VTX00225"	503	782	255	138	115	541	146	2	1	136	2	59	72	0	92	184	0	6	341	0	1	0	72	1	141	243	5	0	20	58	32	73	1	545	96	127	93	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	39	0	1	0	0	0	0	0	0	0	0	0	0	0	0	"Glomeromycetes;Glomerales;Claroideoglomeraceae;Claroideoglomus;Glo58"
"VTX00065"	0	23	200	125	123	3	41	1	475	2	0	648	0	81	928	0	0	493	0	0	2	0	160	0	17	0	55	0	4	5	97	2	0	785	156	0	0	87	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;caledonium"
"VTX00212"	25	107	24	0	154	321	66	1	7	0	0	0	0	0	42	213	0	241	377	0	1	0	50	0	35	0	27	0	6	0	0	29	16	276	652	40	108	0	0	0	0	0	0	0	817	0	1	613	0	1	0	0	1	0	1	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	1	0	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;Douhan3"
"VTX00402"	23	15	69	11	20	37	14	34	29	158	6	0	0	3	3	12	2	0	24	50	26	1	39	0	25	28	4	1	95	5	0	6	2	194	4	7	4	28	0	26	1	8	33	14	126	0	9	39	3	28	2	0	59	74	43	9	44	34	0	20	105	52	5	0	72	37	5	29	1	0	8	0	74	0	82	11	31	13	0	0	55	55	21	0	8	1	0	5	28	47	145	26	37	31	13	43	49	26	20	14	0	0	117	196	30	6	1	78	4	0	100	12	0	237	0	"Glomeromycetes;Glomerales;Claroideoglomeraceae;Claroideoglomus;Torrecillas12b"
"VTX00195"	10	6	14	40	1	123	11	24	131	0	2	7	0	13	9	2	0	27	1	0	21	0	142	1	23	11	33	0	47	16	66	9	16	21	1	16	0	13	1	5	12	16	9	8	34	2	10	15	29	6	85	0	87	39	23	3	35	47	7	46	25	1	23	15	29	189	0	9	14	4	0	0	9	14	14	39	18	55	4	0	14	37	93	0	2	138	0	52	100	175	18	18	289	18	6	6	373	95	4	1	0	14	9	0	0	0	0	27	0	9	3	0	1	5	0	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;Whitfield"
"VTX00086"	0	0	0	27	6	7	47	0	27	0	0	0	0	0	0	19	0	0	12	0	294	0	7	0	0	0	9	0	49	13	10	0	0	19	0	33	0	35	0	0	420	0	0	60	379	27	10	63	2	3	246	1	214	8	190	60	10	39	1	5	76	449	1	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;Wirsel"
"VTX00092"	21	310	31	22	15	145	166	105	38	130	0	5	6	1	12	196	3	17	91	2	0	2	45	8	266	30	38	2	40	18	8	18	24	138	5	218	75	1	0	14	130	0	5	3	34	8	21	1	16	27	2	0	0	11	0	0	2	30	0	2	2	0	4	7	3	2	1	50	104	2	0	1	6	16	56	5	0	45	0	0	2	2	4	1	0	0	0	2	2	4	0	1	3	13	0	0	4	1	3	1	1	1	2	1	1	0	4	0	1	3	0	1	1	0	1	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;Yamato09"
"VTX00263"	3	0	2	0	0	2	2	7	2	0	0	2	1	1	1	0	1	0	0	2	1	0	0	0	0	2	0	0	2	1	0	2	0	0	0	5	0	2	52	4	1	1	7	0	0	4	4	0	1	2	0	0	63	4	2	0	3	0	38	1	5	1	0	0	12	15	0	1	3	15	6	141	0	26	2	0	16	13	0	0	5	1443	2	0	27	5	18	2	0	3	1	1	0	6	0	0	1	7	0	0	22	0	0	0	0	0	0	0	0	0	0	0	441	0	0	"Glomeromycetes;Diversisporales;Diversisporaceae;Diversispora;spurca"
"VTX00366"	10	126	9	5	3	21	82	1	2	3	0	0	0	0	0	2	0	4	436	0	0	0	7	0	22	8	3	1	5	2	2	6	1	8	0	11	0	0	0	0	0	132	0	740	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18	55	0	0	0	0	0	0	0	0	0	0	0	0	1	73	1	0	0	0	0	0	2	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	0	9	3	0	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;MO-G61"
"VTX00156"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	656	0	3	415	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	231	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;Wirsel"
"VTX00130"	0	0	0	0	21	0	0	74	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	10	16	0	0	0	0	129	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	92	0	0	1	0	0	771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;MO-G8"
"VTX00155"	0	1	20	784	95	0	0	0	0	0	0	0	0	1	0	9	4	0	0	0	0	4	0	0	0	0	78	0	67	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;acnaGlo2"
"VTX00326"	0	0	0	0	6	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	7	1	0	0	1	0	1	0	0	0	0	63	12	71	5	1	0	3	0	12	22	83	265	0	0	29	0	0	0	0	11	42	29	0	0	4	0	0	6	0	0	0	5	3	14	0	9	0	21	1	0	0	4	33	0	7	0	5	3	0	0	0	4	17	0	6	13	0	3	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;NF23"
"VTX00049"	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	16	32	4	0	0	1	0	2	0	0	2	111	150	1	375	0	"Glomeromycetes;Diversisporales;Gigasporaceae;Scutellospora;Scut1"
"VTX00165"	0	0	0	0	0	0	0	0	100	0	0	0	0	21	125	0	0	0	0	0	6	0	227	0	0	0	24	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	3	41	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;sp."
"VTX00055"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	25	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Glomeromycetes;Glomerales;Claroideoglomeraceae;Claroideoglomus;GlBb1.2"
"VTX00054"	0	0	3	1	0	1	3	9	1	0	0	2	0	0	2	0	0	0	0	1	9	1	1	0	0	4	3	0	5	0	0	1	1	0	1	11	0	2	26	4	5	3	7	0	1	1	3	0	1	0	0	0	2	16	2	2	3	0	15	2	6	0	0	10	7	9	0	0	2	8	12	42	3	10	2	0	14	3	0	0	6	8	7	3	20	2	17	0	2	0	7	2	0	10	0	0	3	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	61	0	0	"Glomeromycetes;Diversisporales;Diversisporaceae;Diversispora;sp."
"VTX00052"	39	9	0	0	2	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	84	0	0	0	9	0	0	50	36	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	36	0	0	0	0	1	0	0	0	0	0	34	0	0	0	"Glomeromycetes;Diversisporales;Gigasporaceae;Scutellospora;MO-S2"
"VTX00227"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	157	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	42	0	0	0	2	0	0	0	0	1	0	1	1	0	"Glomeromycetes;Diversisporales;Acaulosporaceae;Acaulospora;Franke"
"VTX00340"	1	0	3	9	6	2	5	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	39	5	3	4	2	0	28	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	25	0	5	0	0	0	0	0	0	0	38	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Glomeromycetes;Glomerales;Claroideoglomeraceae;Claroideoglomus;Glo"
"VTX00041"	0	0	82	0	5	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	2	0	1	0	0	0	10	0	1	0	0	0	0	0	1	0	"Glomeromycetes;Diversisporales;Gigasporaceae;Scutellospora;castanea"
"VTX00039"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	9	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	9	14	3	8	0	0	8	5	14	19	0	25	4	0	12	19	0	"Glomeromycetes;Diversisporales;Gigasporaceae;Gigaspora;decipiens"
"VTX00188"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;Wirsel"
"VTX00342"	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	2	0	1	0	15	0	1	0	4	7	0	3	4	3	0	7	0	0	0	0	1	11	0	16	5	1	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	2	0	11	9	16	8	0	6	2	6	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;VeGlo18"
"VTX00333"	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	2	2	2	75	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	2	0	1	0	3	0	4	1	0	0	0	3	0	4	0	1	0	0	0	0	0	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;sp."
"VTX00234"	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;sp."
"VTX00255"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	15	1	0	0	0	38	0	0	0	0	9	0	0	0	0	"Glomeromycetes;Diversisporales;Gigasporaceae;Scutellospora;heterogama"
"VTX00105"	0	0	0	2	6	0	2	21	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;intraradices"
"VTX00419"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;NF13"
"VTX00197"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Glomeromycetes;Glomerales;Glomeraceae;Glomus;sp."
